id_entrega,id_pedido,status_entrega,data_envio,data_entrega_prevista,data_entrega_real,transportadora,codigo_rastreio,updated_at
6648,829,pendente,2025-12-07T00:00:00,2025-12-23,,Azul Cargo,JR053637792BR,2026-04-15T00:00:00
6649,11677,pendente,2023-06-26T00:00:00,2023-07-14,,Loggi,ZB427815812BR,2025-01-13T00:00:00
6650,5308,entregue,2023-04-04T00:00:00,2023-04-18,2023-04-18,Correios,BZ394411796BR,2024-02-01T00:00:00
6651,4751,entregue,2023-10-11T00:00:00,2023-10-20,2023-10-21,Latam Cargo,YD572275926BR,2025-07-20T00:00:00
6652,610,em_transito,2023-04-25T00:00:00,2023-05-01,,JadLog,IF099956580BR,2025-03-10T00:00:00
6653,6014,pendente,2024-05-14T00:00:00,2024-05-20,,Latam Cargo,RA356388329BR,2025-03-15T00:00:00
6654,10038,entregue,2025-05-03T00:00:00,2025-05-06,2025-05-05,Loggi,PF654966970BR,2026-02-07T00:00:00
6655,6045,em_transito,2025-05-03T00:00:00,2025-05-20,,Loggi,KK541149493BR,2026-03-14T00:00:00
6656,11473,entregue,2024-12-23T00:00:00,2025-01-11,2025-01-13,Latam Cargo,MR155273155BR,2025-03-30T00:00:00
6657,14492,entregue,2023-08-11T00:00:00,2023-08-18,2023-08-17,Latam Cargo,SZ891549437BR,2026-01-06T00:00:00
6658,13016,entregue,2023-11-23T00:00:00,2023-11-27,2023-12-02,Azul Cargo,AV113005137BR,2025-09-10T00:00:00
6659,12191,entregue,2023-12-28T00:00:00,2024-01-16,2024-01-14,DHL,FI334183734BR,2024-04-13T00:00:00
6660,12192,entregue,2024-10-10T00:00:00,2024-10-17,2024-10-22,JadLog,TG016010408BR,2026-02-12T00:00:00
6661,4693,em_transito,2025-05-09T00:00:00,2025-05-25,,JadLog,ZT159527486BR,2025-12-24T00:00:00
6662,11919,entregue,2026-05-28T00:00:00,2026-06-04,2026-06-09,Total Express,PB933814143BR,2026-05-29T00:00:00
6663,1020,entregue,2025-07-06T00:00:00,2025-07-22,2025-07-20,FedEx,RR958997622BR,2026-01-10T00:00:00
6664,6163,devolvido,2023-02-25T00:00:00,2023-03-07,2023-03-17,DHL,MH613928600BR,2024-10-17T00:00:00
6665,11684,entregue,2023-09-18T00:00:00,2023-10-02,2023-09-30,Latam Cargo,MI791864376BR,2024-04-23T00:00:00
6666,6749,entregue,2023-09-12T00:00:00,2023-09-17,2023-09-22,JadLog,FT784137611BR,2024-10-01T00:00:00
6667,2112,entregue,2025-12-10T00:00:00,2025-12-22,2025-12-21,JadLog,TQ938233790BR,2026-04-01T00:00:00
6668,2109,entregue,2024-08-29T00:00:00,2024-09-07,2024-09-12,Correios,PF670874854BR,2026-01-13T00:00:00
6669,4494,entregue,2023-11-01T00:00:00,2023-11-07,2023-11-06,FedEx,ZS581603113BR,2024-01-04T00:00:00
6670,14558,em_transito,2025-01-07T00:00:00,2025-01-10,,DHL,CA934823189BR,2025-03-29T00:00:00
6671,11083,entregue,2025-03-15T00:00:00,2025-03-18,2025-03-19,Latam Cargo,CP044591877BR,2025-11-01T00:00:00
6672,12989,em_transito,2026-03-17T00:00:00,2026-03-30,,JadLog,EA725333445BR,2026-03-27T00:00:00
6673,6533,entregue,2023-09-10T00:00:00,2023-09-19,2023-09-23,Loggi,LU427065441BR,2025-02-06T00:00:00
6674,9092,entregue,2023-06-05T00:00:00,2023-06-08,2023-06-10,JadLog,FD415714911BR,2023-10-21T00:00:00
6675,8952,entregue,2023-05-24T00:00:00,2023-06-09,2023-06-09,Azul Cargo,RS063795625BR,2024-10-07T00:00:00
6676,1829,entregue,2026-05-09T00:00:00,2026-05-21,2026-05-23,JadLog,KW679474876BR,2026-05-22T00:00:00
6677,282,em_transito,2024-12-28T00:00:00,2025-01-06,,JadLog,PL494076833BR,2025-09-28T00:00:00
6678,1290,entregue,2024-03-09T00:00:00,2024-03-26,2024-03-29,Latam Cargo,DI822869192BR,2026-02-12T00:00:00
6679,14217,entregue,2026-05-12T00:00:00,2026-05-25,2026-05-23,Latam Cargo,HE866678737BR,2026-05-24T00:00:00
6680,14956,em_transito,2026-04-22T00:00:00,2026-05-02,,Correios,GT217150020BR,2026-05-04T00:00:00
6681,11678,entregue,2023-08-04T00:00:00,2023-08-24,2023-08-26,JadLog,TF208102024BR,2024-09-30T00:00:00
6682,2674,entregue,2024-03-04T00:00:00,2024-03-15,2024-03-20,Correios,DO751526027BR,2024-04-21T00:00:00
6683,1392,entregue,2025-01-21T00:00:00,2025-01-26,2025-01-30,Total Express,DE140769505BR,2025-09-11T00:00:00
6684,8578,entregue,2023-06-25T00:00:00,2023-07-02,2023-07-07,Correios,AV704286912BR,2024-05-04T00:00:00
6685,12551,entregue,2025-07-23T00:00:00,2025-07-28,2025-07-30,DHL,DK221040810BR,2025-10-28T00:00:00
6686,5703,em_transito,2025-10-05T00:00:00,2025-10-08,,JadLog,UC989083533BR,2026-02-18T00:00:00
6687,820,entregue,2025-08-13T00:00:00,2025-08-22,2025-08-27,FedEx,SP019220730BR,2025-08-16T00:00:00
6688,9107,entregue,2024-03-29T00:00:00,2024-04-01,2024-04-05,Azul Cargo,BO537222927BR,2026-04-05T00:00:00
6689,1455,devolvido,2023-04-08T00:00:00,2023-04-28,2023-05-09,Loggi,VC592183809BR,2026-03-08T00:00:00
6690,7322,pendente,2025-02-12T00:00:00,2025-02-24,,Correios,MP295542082BR,2026-01-03T00:00:00
6691,7086,entregue,2025-02-09T00:00:00,2025-02-14,2025-02-15,DHL,YQ782680899BR,2025-11-26T00:00:00
6692,7534,entregue,2025-06-11T00:00:00,2025-06-30,2025-06-28,JadLog,UQ941745928BR,2025-10-26T00:00:00
6693,10168,entregue,2023-03-24T00:00:00,2023-04-07,2023-04-11,JadLog,JL136010247BR,2025-07-07T00:00:00
6694,8974,em_transito,2026-01-07T00:00:00,2026-01-24,,Latam Cargo,ZO647979812BR,2026-06-08T00:00:00
6695,10402,entregue,2025-11-30T00:00:00,2025-12-09,2025-12-08,Latam Cargo,VZ547779263BR,2025-12-22T00:00:00
6696,7545,entregue,2026-04-21T00:00:00,2026-05-02,2026-04-30,FedEx,JN500699503BR,2026-05-08T00:00:00
6697,1103,entregue,2024-01-23T00:00:00,2024-01-30,2024-02-02,Loggi,WS596172777BR,2024-10-26T00:00:00
6698,14790,entregue,2024-11-29T00:00:00,2024-12-08,2024-12-07,Correios,YK439407251BR,2025-04-15T00:00:00
6699,14450,entregue,2024-08-13T00:00:00,2024-08-17,2024-08-18,DHL,SI074729664BR,2025-09-23T00:00:00
6700,4200,entregue,2024-05-15T00:00:00,2024-05-18,2024-05-22,Latam Cargo,RL791401475BR,2024-08-02T00:00:00
6701,13280,entregue,2025-04-12T00:00:00,2025-04-28,2025-05-01,JadLog,ZI299689742BR,2025-11-25T00:00:00
6702,11259,entregue,2023-10-02T00:00:00,2023-10-21,2023-10-22,Azul Cargo,WZ165179438BR,2024-10-11T00:00:00
6703,7882,entregue,2023-09-05T00:00:00,2023-09-18,2023-09-20,DHL,CR123330172BR,2024-12-29T00:00:00
6704,1652,entregue,2025-01-22T00:00:00,2025-02-06,2025-02-06,Correios,DS745935867BR,2025-07-15T00:00:00
6705,13349,entregue,2025-08-14T00:00:00,2025-08-27,2025-08-25,DHL,RK256031673BR,2025-10-12T00:00:00
6706,8354,entregue,2024-01-24T00:00:00,2024-02-13,2024-02-17,Total Express,HA511726298BR,2024-12-28T00:00:00
6707,14127,pendente,2024-04-08T00:00:00,2024-04-16,,Latam Cargo,BN722839876BR,2026-05-19T00:00:00
6708,3283,pendente,2026-03-29T00:00:00,2026-04-14,,Correios,EW453205621BR,2026-05-28T00:00:00
6709,10006,em_transito,2025-12-27T00:00:00,2026-01-12,,FedEx,NM564938308BR,2026-02-08T00:00:00
6710,14662,entregue,2023-07-01T00:00:00,2023-07-13,2023-07-16,JadLog,GY268577638BR,2026-02-15T00:00:00
6711,5067,em_transito,2026-02-22T00:00:00,2026-03-11,,Correios,FV239051846BR,2026-05-31T00:00:00
6712,13720,entregue,2025-12-12T00:00:00,2025-12-31,2026-01-03,Latam Cargo,HM218525361BR,2026-02-11T00:00:00
6713,4391,entregue,2025-04-18T00:00:00,2025-05-04,2025-05-06,Correios,WS308408291BR,2026-02-09T00:00:00
6714,5242,entregue,2025-08-13T00:00:00,2025-08-16,2025-08-15,FedEx,VR502072923BR,2025-11-13T00:00:00
6715,7509,pendente,2026-04-05T00:00:00,2026-04-17,,Correios,XN897876917BR,2026-05-17T00:00:00
6716,6161,entregue,2024-11-04T00:00:00,2024-11-21,2024-11-22,Loggi,XJ038708484BR,2025-01-15T00:00:00
6717,7698,entregue,2024-07-28T00:00:00,2024-08-02,2024-08-04,JadLog,GV730552229BR,2026-06-05T00:00:00
6718,12965,pendente,2024-12-23T00:00:00,2024-12-27,,JadLog,CO177139739BR,2025-09-03T00:00:00
6719,10338,entregue,2025-09-17T00:00:00,2025-10-06,2025-10-06,Total Express,LC750036810BR,2025-12-24T00:00:00
6720,12796,entregue,2024-07-15T00:00:00,2024-08-03,2024-08-06,Correios,XI623166738BR,2025-06-20T00:00:00
6721,5647,entregue,2025-03-24T00:00:00,2025-04-05,2025-04-09,Correios,CK800976507BR,2025-04-03T00:00:00
6722,2516,entregue,2026-03-26T00:00:00,2026-04-09,2026-04-08,JadLog,ZV463971095BR,2026-03-31T00:00:00
6723,2574,em_transito,2025-04-30T00:00:00,2025-05-05,,Azul Cargo,PD662314721BR,2025-12-04T00:00:00
6724,4019,pendente,2026-03-13T00:00:00,2026-03-24,,Total Express,JY562918323BR,2026-05-13T00:00:00
6725,1474,pendente,2025-10-25T00:00:00,2025-10-28,,FedEx,QP780125924BR,2025-10-29T00:00:00
6726,14017,em_transito,2023-02-20T00:00:00,2023-02-27,,Correios,OY955329619BR,2024-10-23T00:00:00
6727,9925,entregue,2025-07-16T00:00:00,2025-07-31,2025-07-30,Correios,UP888599418BR,2026-04-15T00:00:00
6728,1016,entregue,2023-01-23T00:00:00,2023-02-07,2023-02-06,DHL,EC471794722BR,2026-04-27T00:00:00
6729,13250,entregue,2025-08-22T00:00:00,2025-09-05,2025-09-06,JadLog,IK331466708BR,2025-10-03T00:00:00
6730,1036,em_transito,2025-07-06T00:00:00,2025-07-26,,FedEx,XV118300510BR,2026-04-07T00:00:00
6731,11152,entregue,2023-11-22T00:00:00,2023-12-09,2023-12-07,Loggi,KX337118834BR,2024-06-10T00:00:00
6732,787,entregue,2025-01-24T00:00:00,2025-02-11,2025-02-13,Total Express,LG617684610BR,2025-04-08T00:00:00
6733,8569,em_transito,2023-12-29T00:00:00,2024-01-10,,Azul Cargo,RS049194528BR,2025-03-10T00:00:00
6734,11791,entregue,2025-05-04T00:00:00,2025-05-10,2025-05-09,DHL,KS610245452BR,2026-04-23T00:00:00
6735,12272,devolvido,2024-03-18T00:00:00,2024-03-24,2024-04-07,JadLog,ZW350598179BR,2024-07-31T00:00:00
6736,12426,entregue,2023-05-25T00:00:00,2023-06-12,2023-06-16,Loggi,VL768906909BR,2024-09-03T00:00:00
6737,1048,entregue,2023-01-06T00:00:00,2023-01-14,2023-01-19,FedEx,AA770100660BR,2024-11-03T00:00:00
6738,8094,entregue,2023-03-22T00:00:00,2023-04-05,2023-04-07,JadLog,KJ250119839BR,2025-04-09T00:00:00
6739,7112,em_transito,2024-01-27T00:00:00,2024-02-02,,Azul Cargo,FH512577747BR,2024-08-09T00:00:00
6740,10654,pendente,2025-07-29T00:00:00,2025-08-16,,Latam Cargo,ZT119936639BR,2025-09-19T00:00:00
6741,5076,entregue,2024-07-08T00:00:00,2024-07-11,2024-07-10,DHL,TO222251150BR,2025-02-08T00:00:00
6742,338,devolvido,2024-07-07T00:00:00,2024-07-27,2024-08-08,DHL,IA839617716BR,2025-01-06T00:00:00
6743,3120,entregue,2024-01-28T00:00:00,2024-02-13,2024-02-13,Loggi,SB100246730BR,2025-11-07T00:00:00
6744,6264,pendente,2024-10-27T00:00:00,2024-10-30,,Loggi,SQ195714155BR,2025-02-25T00:00:00
6745,176,entregue,2023-09-11T00:00:00,2023-09-30,2023-10-02,Azul Cargo,HA131187697BR,2026-01-11T00:00:00
6746,6175,em_transito,2024-10-08T00:00:00,2024-10-25,,Total Express,DE496288682BR,2026-05-11T00:00:00
6747,1631,entregue,2024-10-12T00:00:00,2024-10-26,2024-10-24,FedEx,AW378813738BR,2026-05-05T00:00:00
6748,2141,entregue,2023-07-26T00:00:00,2023-08-02,2023-08-05,JadLog,SY715107547BR,2025-02-13T00:00:00
6749,7982,entregue,2025-06-04T00:00:00,2025-06-08,2025-06-07,Latam Cargo,XY589927806BR,2026-05-11T00:00:00
6750,14225,pendente,2025-11-11T00:00:00,2025-11-17,,Azul Cargo,DK421344255BR,2025-11-29T00:00:00
6751,3194,entregue,2023-05-02T00:00:00,2023-05-09,2023-05-11,Loggi,SO828735307BR,2026-05-05T00:00:00
6752,7222,entregue,2026-02-17T00:00:00,2026-03-03,2026-03-04,Latam Cargo,YY864914684BR,2026-04-05T00:00:00
6753,7141,em_transito,2023-12-28T00:00:00,2024-01-10,,Azul Cargo,EA604824353BR,2026-03-07T00:00:00
6754,12757,pendente,2025-04-17T00:00:00,2025-05-02,,JadLog,ZL002424267BR,2026-02-03T00:00:00
6755,1928,entregue,2024-12-19T00:00:00,2025-01-03,2025-01-04,Loggi,XZ252233859BR,2025-12-13T00:00:00
6756,7117,entregue,2024-01-15T00:00:00,2024-02-02,2024-02-06,Total Express,PK525394790BR,2024-06-28T00:00:00
6757,14650,entregue,2025-10-18T00:00:00,2025-10-31,2025-10-31,DHL,RS475479160BR,2025-11-05T00:00:00
6758,11751,entregue,2023-04-04T00:00:00,2023-04-18,2023-04-22,Latam Cargo,NA945235197BR,2024-03-08T00:00:00
6759,4783,entregue,2023-05-13T00:00:00,2023-05-16,2023-05-16,Azul Cargo,DP348148803BR,2024-09-01T00:00:00
6760,13411,entregue,2023-01-01T00:00:00,2023-01-08,2023-01-09,Azul Cargo,JR943530416BR,2023-09-10T00:00:00
6761,13656,entregue,2024-09-16T00:00:00,2024-09-22,2024-09-21,Latam Cargo,FT465631873BR,2025-03-17T00:00:00
6762,7567,em_transito,2023-07-27T00:00:00,2023-08-02,,Latam Cargo,BO171756150BR,2025-01-25T00:00:00
6763,2827,entregue,2024-09-02T00:00:00,2024-09-06,2024-09-09,Loggi,JF933673129BR,2026-04-26T00:00:00
6764,10726,pendente,2025-01-02T00:00:00,2025-01-06,,Azul Cargo,LV769723086BR,2025-08-16T00:00:00
6765,12877,pendente,2025-03-11T00:00:00,2025-03-22,,DHL,IR010983098BR,2025-04-26T00:00:00
6766,14475,entregue,2023-03-15T00:00:00,2023-03-26,2023-03-30,Azul Cargo,WL342591233BR,2024-03-06T00:00:00
6767,10331,entregue,2023-05-24T00:00:00,2023-05-30,2023-06-02,Correios,VR816845658BR,2023-09-30T00:00:00
6768,14915,entregue,2025-07-24T00:00:00,2025-07-29,2025-08-01,DHL,MT463449228BR,2026-05-08T00:00:00
6769,5961,em_transito,2026-02-26T00:00:00,2026-03-06,,DHL,XB794722841BR,2026-03-23T00:00:00
6770,7683,entregue,2024-03-09T00:00:00,2024-03-28,2024-03-29,Correios,EB085482664BR,2024-12-24T00:00:00
6771,3444,pendente,2026-02-28T00:00:00,2026-03-07,,Correios,EN664374734BR,2026-03-06T00:00:00
6772,11144,em_transito,2025-03-30T00:00:00,2025-04-15,,Total Express,DA712511893BR,2025-06-27T00:00:00
6773,8645,devolvido,2025-04-20T00:00:00,2025-05-07,2025-05-19,Loggi,TK273341747BR,2025-05-25T00:00:00
6774,3174,entregue,2023-09-24T00:00:00,2023-10-10,2023-10-09,Azul Cargo,AH694156229BR,2025-08-13T00:00:00
6775,2044,entregue,2023-04-30T00:00:00,2023-05-11,2023-05-14,DHL,TD820041960BR,2025-08-27T00:00:00
6776,7766,entregue,2023-10-10T00:00:00,2023-10-19,2023-10-24,FedEx,MR276765908BR,2024-01-21T00:00:00
6777,510,devolvido,2024-10-18T00:00:00,2024-10-31,2024-11-06,JadLog,YG140241244BR,2026-05-13T00:00:00
6778,11283,entregue,2026-05-16T00:00:00,2026-05-26,2026-05-31,JadLog,MH904658110BR,2026-05-28T00:00:00
6779,10874,entregue,2024-06-05T00:00:00,2024-06-14,2024-06-16,Correios,ZP085250172BR,2024-09-05T00:00:00
6780,3759,em_transito,2024-09-10T00:00:00,2024-09-18,,Latam Cargo,TV792810561BR,2026-02-22T00:00:00
6781,7261,em_transito,2023-12-16T00:00:00,2023-12-31,,JadLog,JJ065800229BR,2026-05-05T00:00:00
6782,14740,entregue,2024-09-25T00:00:00,2024-10-02,2024-10-07,JadLog,PN230067016BR,2025-07-22T00:00:00
6783,10480,entregue,2026-03-27T00:00:00,2026-03-31,2026-03-31,Total Express,UZ406106804BR,2026-05-08T00:00:00
6784,10410,entregue,2023-09-02T00:00:00,2023-09-18,2023-09-17,Correios,PQ093865520BR,2025-08-05T00:00:00
6785,5050,entregue,2023-05-07T00:00:00,2023-05-24,2023-05-23,Azul Cargo,EM804909276BR,2023-06-25T00:00:00
6786,7129,entregue,2025-07-22T00:00:00,2025-07-26,2025-07-31,JadLog,UQ598180811BR,2025-11-21T00:00:00
6787,7129,entregue,2024-12-31T00:00:00,2025-01-04,2025-01-09,Correios,SX703073299BR,2025-12-26T00:00:00
6788,5,entregue,2024-12-01T00:00:00,2024-12-14,2024-12-14,Loggi,NQ848116666BR,2025-04-14T00:00:00
6789,14715,entregue,2023-12-15T00:00:00,2023-12-20,2023-12-22,FedEx,PM410749040BR,2024-06-14T00:00:00
6790,9292,entregue,2023-03-12T00:00:00,2023-03-23,2023-03-27,JadLog,RS116475752BR,2024-07-16T00:00:00
6791,14962,entregue,2024-08-29T00:00:00,2024-09-02,2024-09-03,Azul Cargo,BG473696502BR,2025-10-30T00:00:00
6792,603,entregue,2025-05-25T00:00:00,2025-06-10,2025-06-09,Correios,VV206144318BR,2025-11-02T00:00:00
6793,8151,entregue,2023-04-17T00:00:00,2023-04-27,2023-04-26,Azul Cargo,RE998031111BR,2023-10-01T00:00:00
6794,10219,entregue,2023-07-19T00:00:00,2023-07-23,2023-07-24,JadLog,QD669579953BR,2024-08-19T00:00:00
6795,3785,entregue,2026-06-02T00:00:00,2026-06-22,2026-06-27,Latam Cargo,MC417233629BR,2026-06-02T00:00:00
6796,12262,entregue,2024-06-22T00:00:00,2024-06-30,2024-07-01,Azul Cargo,WI982460587BR,2025-03-26T00:00:00
6797,6462,entregue,2025-11-23T00:00:00,2025-11-26,2025-11-27,Loggi,MI260405858BR,2026-01-01T00:00:00
6798,2405,entregue,2025-05-15T00:00:00,2025-05-24,2025-05-26,DHL,CN421723161BR,2025-10-19T00:00:00
6799,10158,em_transito,2023-11-10T00:00:00,2023-11-29,,Total Express,RY280507027BR,2025-03-25T00:00:00
6800,12618,em_transito,2025-07-30T00:00:00,2025-08-17,,FedEx,FT412867914BR,2025-09-20T00:00:00
6801,1286,entregue,2026-02-24T00:00:00,2026-03-09,2026-03-11,FedEx,AK716261572BR,2026-05-29T00:00:00
6802,2758,em_transito,2024-10-13T00:00:00,2024-10-27,,DHL,YX508950425BR,2025-07-02T00:00:00
6803,10390,entregue,2025-06-02T00:00:00,2025-06-20,2025-06-20,FedEx,EF857297733BR,2025-11-17T00:00:00
6804,3674,entregue,2025-01-30T00:00:00,2025-02-14,2025-02-13,Loggi,LA983766038BR,2026-03-31T00:00:00
6805,756,pendente,2024-01-26T00:00:00,2024-02-02,,Latam Cargo,WX946102471BR,2026-02-02T00:00:00
6806,7807,entregue,2023-11-27T00:00:00,2023-12-08,2023-12-07,Total Express,NE799279718BR,2024-07-17T00:00:00
6807,5233,entregue,2025-11-16T00:00:00,2025-12-05,2025-12-10,DHL,WH800037082BR,2026-03-23T00:00:00
6808,3170,em_transito,2023-03-20T00:00:00,2023-03-23,,Correios,VO001782515BR,2025-07-09T00:00:00
6809,6198,entregue,2024-08-08T00:00:00,2024-08-14,2024-08-13,FedEx,VO154636649BR,2025-03-19T00:00:00
6810,7078,em_transito,2024-07-25T00:00:00,2024-08-14,,Total Express,SL895885296BR,2024-10-24T00:00:00
6811,14967,entregue,2024-09-24T00:00:00,2024-10-11,2024-10-15,Total Express,VG551565546BR,2025-08-06T00:00:00
6812,11001,entregue,2023-03-24T00:00:00,2023-03-31,2023-04-01,DHL,MN289315665BR,2023-07-11T00:00:00
6813,3282,entregue,2024-05-07T00:00:00,2024-05-21,2024-05-24,Total Express,MU577524261BR,2025-06-28T00:00:00
6814,8754,entregue,2025-09-06T00:00:00,2025-09-20,2025-09-22,FedEx,ZC146967508BR,2026-02-14T00:00:00
6815,13838,entregue,2024-05-30T00:00:00,2024-06-15,2024-06-13,Loggi,LS384378881BR,2025-05-21T00:00:00
6816,6687,entregue,2025-04-17T00:00:00,2025-05-04,2025-05-02,DHL,QT147174188BR,2026-02-20T00:00:00
6817,4510,entregue,2024-03-31T00:00:00,2024-04-06,2024-04-08,DHL,JX374295710BR,2024-10-28T00:00:00
6818,10035,entregue,2023-06-13T00:00:00,2023-06-21,2023-06-23,Latam Cargo,ON832502529BR,2026-01-11T00:00:00
6819,12879,entregue,2025-03-06T00:00:00,2025-03-23,2025-03-26,Latam Cargo,TL049327667BR,2025-11-20T00:00:00
6820,12251,entregue,2024-07-13T00:00:00,2024-07-29,2024-08-01,JadLog,WR750106618BR,2025-08-27T00:00:00
6821,2823,em_transito,2025-12-21T00:00:00,2025-12-25,,Total Express,HC890670647BR,2026-03-12T00:00:00
6822,2119,entregue,2024-03-23T00:00:00,2024-03-30,2024-04-01,Latam Cargo,KC842621978BR,2024-06-22T00:00:00
6823,6517,entregue,2026-04-09T00:00:00,2026-04-19,2026-04-23,Total Express,VI644990315BR,2026-05-01T00:00:00
6824,5235,entregue,2025-01-11T00:00:00,2025-01-30,2025-02-04,Latam Cargo,PV480823683BR,2025-11-16T00:00:00
6825,7316,entregue,2023-05-07T00:00:00,2023-05-15,2023-05-18,Loggi,CX743001621BR,2024-11-14T00:00:00
6826,2389,em_transito,2026-03-27T00:00:00,2026-03-30,,Latam Cargo,HQ499710460BR,2026-05-12T00:00:00
6827,14972,devolvido,2023-08-26T00:00:00,2023-09-08,2023-09-18,DHL,GC435930521BR,2024-10-02T00:00:00
6828,12383,entregue,2023-08-26T00:00:00,2023-09-03,2023-09-04,Azul Cargo,RK511215525BR,2024-08-29T00:00:00
6829,864,entregue,2023-06-29T00:00:00,2023-07-16,2023-07-16,Latam Cargo,CH013590446BR,2024-07-21T00:00:00
6830,12952,entregue,2024-08-24T00:00:00,2024-08-31,2024-08-31,Correios,ED047090219BR,2025-04-27T00:00:00
6831,14318,em_transito,2023-10-25T00:00:00,2023-11-07,,Azul Cargo,YD448025627BR,2025-11-22T00:00:00
6832,8327,entregue,2024-12-30T00:00:00,2025-01-10,2025-01-09,FedEx,SC341970034BR,2025-06-12T00:00:00
6833,7560,entregue,2026-02-20T00:00:00,2026-03-11,2026-03-16,JadLog,BX715405255BR,2026-03-30T00:00:00
6834,4167,entregue,2025-03-19T00:00:00,2025-04-02,2025-04-01,Correios,FW930078711BR,2026-06-10T00:00:00
6835,11369,entregue,2023-02-17T00:00:00,2023-03-06,2023-03-07,Total Express,TI553345398BR,2024-10-01T00:00:00
6836,10670,entregue,2024-07-10T00:00:00,2024-07-26,2024-07-27,FedEx,ED192978712BR,2025-09-15T00:00:00
6837,14258,entregue,2023-10-10T00:00:00,2023-10-21,2023-10-19,FedEx,CJ225512977BR,2024-04-01T00:00:00
6838,9402,entregue,2023-10-26T00:00:00,2023-11-09,2023-11-08,Correios,VY239257129BR,2024-04-03T00:00:00
6839,8530,entregue,2026-03-29T00:00:00,2026-04-03,2026-04-02,Latam Cargo,NK121114445BR,2026-04-05T00:00:00
6840,10710,entregue,2026-01-13T00:00:00,2026-01-27,2026-02-01,Correios,NP106085745BR,2026-06-01T00:00:00
6841,12416,entregue,2023-06-01T00:00:00,2023-06-07,2023-06-06,Total Express,SR359990245BR,2024-05-07T00:00:00
6842,5780,entregue,2025-11-29T00:00:00,2025-12-14,2025-12-13,JadLog,GR565729110BR,2026-02-04T00:00:00
6843,10850,entregue,2023-03-19T00:00:00,2023-04-03,2023-04-01,FedEx,CD187089744BR,2024-02-29T00:00:00
6844,11575,entregue,2025-05-02T00:00:00,2025-05-05,2025-05-08,DHL,PB058777503BR,2025-07-02T00:00:00
6845,4348,entregue,2023-05-09T00:00:00,2023-05-22,2023-05-25,Latam Cargo,EO526031100BR,2025-08-02T00:00:00
6846,2745,entregue,2023-08-27T00:00:00,2023-09-03,2023-09-05,Latam Cargo,KF980600163BR,2024-03-25T00:00:00
6847,3407,pendente,2024-07-01T00:00:00,2024-07-10,,Loggi,ZQ083998614BR,2026-02-03T00:00:00
6848,5674,devolvido,2026-06-06T00:00:00,2026-06-18,2026-06-29,Total Express,KV418231774BR,2026-06-08T00:00:00
6849,6047,entregue,2024-02-27T00:00:00,2024-03-08,2024-03-13,Loggi,NG232711851BR,2026-01-08T00:00:00
6850,1442,pendente,2024-08-14T00:00:00,2024-08-22,,Total Express,LB765048298BR,2025-06-08T00:00:00
6851,14625,devolvido,2023-01-02T00:00:00,2023-01-07,2023-01-21,DHL,SV993463098BR,2024-08-20T00:00:00
6852,7188,pendente,2025-03-02T00:00:00,2025-03-17,,DHL,CS781102996BR,2025-12-14T00:00:00
6853,6636,entregue,2025-03-09T00:00:00,2025-03-27,2025-03-26,JadLog,FN978384993BR,2026-03-13T00:00:00
6854,14367,entregue,2024-09-30T00:00:00,2024-10-12,2024-10-16,Total Express,WF998636390BR,2025-09-17T00:00:00
6855,8583,entregue,2025-02-24T00:00:00,2025-03-06,2025-03-11,Loggi,YL286206883BR,2026-02-10T00:00:00
6856,5726,pendente,2024-10-19T00:00:00,2024-11-02,,DHL,JO320947644BR,2024-11-14T00:00:00
6857,14325,em_transito,2023-11-04T00:00:00,2023-11-11,,DHL,XE648353493BR,2025-03-31T00:00:00
6858,3561,pendente,2025-04-19T00:00:00,2025-04-22,,DHL,SC266485740BR,2025-07-13T00:00:00
6859,10785,devolvido,2024-06-18T00:00:00,2024-06-26,2024-07-01,Latam Cargo,VO898945822BR,2025-02-12T00:00:00
6860,155,entregue,2025-12-01T00:00:00,2025-12-10,2025-12-08,FedEx,SQ826498373BR,2026-05-26T00:00:00
6861,2299,devolvido,2023-04-03T00:00:00,2023-04-23,2023-04-30,Azul Cargo,XE388524437BR,2023-09-07T00:00:00
6862,8608,em_transito,2024-08-08T00:00:00,2024-08-17,,FedEx,XB923849548BR,2025-11-30T00:00:00
6863,1008,devolvido,2024-01-15T00:00:00,2024-01-24,2024-02-05,DHL,SF192929589BR,2024-12-02T00:00:00
6864,11786,entregue,2025-04-18T00:00:00,2025-05-08,2025-05-12,JadLog,OT371856212BR,2026-03-13T00:00:00
6865,11906,entregue,2024-12-29T00:00:00,2025-01-05,2025-01-05,Azul Cargo,EH157965992BR,2025-08-31T00:00:00
