id_fornecedor,nome_fornecedor,cnpj,email,telefone,logradouro,cidade,estado,cep,updated_at
7473,da Costa,40.216.598/0001-75,ferreiraana-vitoria@siqueira.com,+55 (081) 8812-0797,Estação Valentina da Rosa,Cardoso do Norte,RR,22543536,2023-12-12T00:00:00
7474,Cassiano,53.801.426/0001-00,isaac11@borges.com.br,0300 291 8544,Trevo de Alves,da Mata,RS,75848-617,2024-08-18T00:00:00
7475,Pereira,12.346.598/0001-54,zoemelo@da.gov.br,+55 81 1181-9593,"Campo de Borges, 26",Sales,AP,36169468,2024-05-12T00:00:00
7476,Castro,76.528.401/0001-80,enzo-gabrielalves@sousa.com.br,+55 (061) 5161 3445,"Lago Anthony Gabriel Pires, 1",Lopes do Sul,RN,44225-088,2026-04-11T00:00:00
7477,Castro,68.057.423/0001-81,benicio23@da.br,11 7888-0548,"Rodovia de Sales, 539",Dias das Flores,PA,50204-936,2024-09-09T00:00:00
7478,Teixeira,15.240.768/0001-00,almeidaalexandre@melo.com,21 1081-5384,"Avenida Gonçalves, 89",Vargas de Minas,ES,81731-720,2024-10-13T00:00:00
7479,Pereira Castro Ltda.,59.846.231/0001-63,yda-luz@da.net,+55 (051) 0566-5384,Fazenda Yasmin Silveira,Gonçalves da Prata,ES,77849369,2023-10-29T00:00:00
7480,Rocha S/A,19.485.032/0001-52,cassianocalebe@vargas.com.br,+55 81 5140-9097,"Alameda de da Rocha, 380",Souza,SE,99388-177,2026-03-26T00:00:00
7481,Ribeiro,05.178.964/0001-48,olivergarcia@da.com.br,+55 (011) 3756-7098,"Largo Gustavo Pimenta, 93",Andrade,BA,68339741,2024-12-25T00:00:00
7482,Rios,28.153.794/0001-42,melissa70@gomes.com.br,+55 71 4483-6459,Jardim Andrade,da Costa,CE,65230-350,2024-10-10T00:00:00
7483,Marques,02.168.743/0001-09,aylla89@sales.com,0500 348 1781,"Aeroporto Enrico Novais, 9",Aparecida da Mata,RJ,93736-352,2025-10-09T00:00:00
7484,Leão,43.218.760/0001-82,eaparecida@lopes.com.br,0500-987-7826,"Aeroporto da Mota, 82",Rocha do Sul,PB,25930790,2023-03-05T00:00:00
7485,Rodrigues Martins e Filhos,62.903.571/0001-93,murilomoura@cunha.br,+55 (011) 6035-3141,Pátio de Borges,Marques,PA,67200098,2024-01-07T00:00:00
7486,Cunha,34.289.175/0001-82,cnovais@melo.br,+55 84 0010-2343,Favela Vitor Hugo Peixoto,Guerra,AL,60291618,2025-01-28T00:00:00
7487,Dias,03.826.547/0001-39,acorreia@marques.com.br,(081) 0805-4289,"Passarela Cardoso, 6",Caldeira,AC,42016310,2024-04-08T00:00:00
7488,Martins,01.645.392/0001-09,cirinoana-beatriz@martins.com,(041) 1347 4028,"Travessa de Abreu, 299",Melo da Praia,RO,31782-076,2023-01-20T00:00:00
7489,Pastor Pires S.A.,79.046.285/0001-51,theodorosampaio@pacheco.br,(061) 3762 3421,Ladeira Bryan Pacheco,Nogueira da Serra,PE,88841173,2025-11-05T00:00:00
7490,Santos,54.208.913/0001-27,fribeiro@farias.edu.br,+55 71 0073-2901,Aeroporto Aurora das Neves,Sampaio,ES,72768-341,2024-08-11T00:00:00
7491,Moura,76.895.034/0001-53,almeidaarthur@porto.com.br,(051) 6385-4921,"Avenida Arthur Fonseca, 20",Aparecida Verde,PB,40614951,2025-12-19T00:00:00
7492,Carvalho S/A,31.296.874/0001-61,gael-henriqueoliveira@da.gov.br,84 1449 8310,"Área Aparecida, 12",Mendes,RR,00536750,2023-06-26T00:00:00
7493,Campos - EI,90.843.627/0001-05,jesusmaite@mendonca.com.br,(041) 6928 2611,"Praça Pereira, 5",Melo,PI,65202392,2023-06-14T00:00:00
7494,Barros Rocha - EI,29.653.847/0001-57,cunhayasmin@araujo.edu.br,+55 61 3520-2526,"Quadra Aragão, 42",Lima do Norte,RS,33729114,2025-04-05T00:00:00
7495,da Costa Ferreira e Filhos,27.413.589/0001-06,viniciusda-rosa@nogueira.br,+55 (061) 9214-7240,"Campo Gabrielly Cirino, 410",Brito,ES,60558710,2024-07-24T00:00:00
7496,Pacheco - ME,97.065.483/0001-44,mendesfrancisco@freitas.com.br,(081) 2437 1462,"Pátio de da Rocha, 54",Castro,RJ,10950524,2023-02-25T00:00:00
7497,Santos e Filhos,45.798.102/0001-32,marquesfelipe@das.com,+55 11 8458 2122,"Via Maria Vitória Pimenta, 33",Cardoso do Galho,DF,86463039,2026-05-19T00:00:00
7498,Monteiro Pereira - ME,14.860.529/0001-90,dbrito@vargas.com,+55 51 3423 8751,"Colônia de Souza, 89",Oliveira,RO,84848-935,2024-09-25T00:00:00
7499,Guerra S.A.,83.692.075/0001-08,santosrael@mendes.com.br,+55 51 6172 6660,Passarela Maria Clara Freitas,Moura,GO,19753326,2023-09-14T00:00:00
7500,Fonseca Leão S.A.,65.741.903/0001-79,bsilveira@cavalcante.br,0500-849-9134,"Largo de da Rosa, 397",Lima das Flores,DF,26540-302,2023-10-13T00:00:00
7501,Jesus,67.150.289/0001-04,bvieira@monteiro.org,0800 486 7409,"Rua de Almeida, 4",Camargo do Galho,AC,82071-515,2025-07-24T00:00:00
7502,Mendes,20.481.567/0001-34,gmontenegro@moreira.com,21 8464 5453,"Vila de Cavalcanti, 300",Lopes da Serra,PI,31122-425,2025-05-03T00:00:00
7503,Santos - EI,45.780.923/0001-41,fonsecabento@fogaca.gov.br,21 9727 5963,"Trecho da Luz, 3",Vasconcelos das Pedras,RS,89799268,2024-06-24T00:00:00
7504,Barbosa,97.314.620/0001-37,fogacamarina@pires.net,+55 81 2073 9574,"Favela de Souza, 89",Souza das Flores,RN,71285919,2024-12-26T00:00:00
7505,Sousa da Conceição Ltda.,63.521.789/0001-46,cavalcanteluiz-miguel@albuquerque.gov.br,+55 31 7930 5238,"Largo Kamilly Nogueira, 77",Pires Grande,RN,50926-093,2023-02-07T00:00:00
7506,Pimenta,81.054.693/0001-05,valentinasouza@fogaca.com.br,41 8748 1369,"Residencial Cunha, 1",Nogueira das Flores,RJ,90956179,2023-11-05T00:00:00
7507,Cirino Vargas - EI,21.037.895/0001-09,kmelo@montenegro.com.br,(061) 4838-1213,"Rodovia de Melo, 78",Dias das Pedras,ES,07196711,2023-12-23T00:00:00
7508,Martins,53.026.947/0001-38,esilveira@cardoso.org,+55 21 5786 4642,"Praça Pacheco, 98",Rezende Verde,AC,57726-044,2024-03-04T00:00:00
7509,Camargo Ltda.,34.297.815/0001-04,maria-sophia12@abreu.com.br,(071) 3233 6574,"Estação de Nascimento, 92",Moreira,PA,65203561,2025-06-12T00:00:00
7510,da Cruz,28.134.597/0001-86,scavalcante@novais.com.br,+55 (084) 8422 2754,Viaduto de Sá,Silva,TO,81497-604,2025-11-02T00:00:00
7511,Teixeira,95.410.682/0001-17,mathiasda-luz@correia.net,+55 (041) 7896-9193,"Praia de Ramos, 14",Gomes,SP,87618273,2025-01-08T00:00:00
7512,Peixoto,07.346.528/0001-66,maria-julia00@camargo.org,+55 (011) 9090-0256,Lago de Carvalho,Peixoto,GO,03547-822,2023-05-31T00:00:00
7513,das Neves Pereira S.A.,95.872.316/0001-80,jcarvalho@da.com,+55 61 6470-4226,"Trecho de Cirino, 83",Siqueira,SC,98847-223,2023-11-05T00:00:00
7514,Dias,87.524.639/0001-54,lopesasafe@da.com,+55 (031) 3637 2075,"Ladeira Luiz Otávio da Rocha, 165",Barros Grande,AC,54173236,2025-08-29T00:00:00
7515,Casa Grande,82.415.679/0001-44,camposheloisa@fogaca.gov.br,+55 71 0735 0569,"Distrito de Mendes, 70",Pastor de da Paz,GO,43626516,2024-04-21T00:00:00
7516,das Neves Fonseca - EI,95.703.128/0001-28,enricoalves@goncalves.net,+55 71 1915 6210,"Praça Ribeiro, 64",da Luz do Campo,TO,06101-559,2024-09-02T00:00:00
7517,Novaes Mendonça S.A.,75.298.603/0001-10,ufreitas@da.gov.br,+55 (021) 1709 5628,"Chácara Barbosa, 469",da Rosa,SC,65811-532,2025-07-04T00:00:00
7518,Farias,03.174.269/0001-82,leaomatteo@rocha.com.br,(011) 5275 1788,"Parque Marina Peixoto, 322",Siqueira,MT,82117-499,2023-08-08T00:00:00
7519,Novais,01.983.625/0001-83,luiz-fernando29@viana.gov.br,11 7327-0996,"Distrito de da Conceição, 698",Pinto,PB,64940662,2023-08-11T00:00:00
7520,Correia,17.392.658/0001-99,bernardo68@moraes.com.br,0500-131-5504,"Alameda Rael Castro, 73",da Mata,GO,82159361,2023-06-02T00:00:00
7521,Campos,80.964.725/0001-39,caldeiraeduarda@brito.br,+55 21 6137 1969,"Esplanada Gonçalves, 98",Lopes,ES,18876-469,2025-10-19T00:00:00
7522,Peixoto,24.039.175/0001-70,carvalhoolivia@araujo.com.br,0500 567 1743,Condomínio Juliana Aragão,Farias do Galho,RS,03872-856,2023-12-29T00:00:00
7523,Sousa - EI,16.598.207/0001-40,arthurpires@gomes.com.br,(031) 9773-4518,"Loteamento Moreira, 4",Mendonça dos Dourados,SP,64487391,2023-08-08T00:00:00
7524,Azevedo - ME,73.829.641/0001-27,uda-cunha@caldeira.gov.br,+55 61 6632-2858,"Chácara Moraes, 52",Pimenta do Amparo,SC,00436255,2025-12-11T00:00:00
7525,Cavalcanti Pereira Ltda.,10.872.564/0001-78,raelabreu@borges.gov.br,+55 (081) 0605 1715,"Trevo Gonçalves, 36",Dias de Farias,TO,45686-659,2023-01-12T00:00:00
7526,Vieira,45.976.081/0001-06,goncalvesana-vitoria@silva.com,(084) 0462-4978,"Lagoa de Pereira, 77",Souza,RN,11380875,2025-05-06T00:00:00
7527,Oliveira,80.912.654/0001-20,ana-carolinapereira@alves.com.br,+55 (081) 4579 4679,"Núcleo Silveira, 440",Machado,SP,37292226,2023-04-06T00:00:00
7528,Souza,20.918.537/0001-42,costelagustavo-henrique@souza.org,0900-205-8180,"Loteamento Isabelly Brito, 3",Nogueira de Marques,PI,09841868,2026-04-01T00:00:00
7529,Porto Ltda.,83.917.642/0001-87,zcamara@leao.net,+55 31 0279 5476,"Quadra Sousa, 602",da Mata,PA,42441-836,2025-01-29T00:00:00
7530,da Costa,27.951.308/0001-79,helenapimenta@silva.com,(081) 4272 9800,"Lagoa Clara Rocha, 31",Gomes do Norte,ES,72140-741,2026-03-04T00:00:00
7531,Correia,93.065.417/0001-13,dbrito@leao.org,(041) 0509 2563,"Alameda Aparecida, 98",Siqueira,PE,91032590,2026-05-07T00:00:00
7532,Porto,78.925.604/0001-36,nunesmarcelo@almeida.net,(041) 4069 4136,"Viaduto de Lima, 28",Casa Grande Verde,GO,47370213,2024-10-31T00:00:00
7533,Rodrigues,76.952.013/0001-22,davi24@da.net,41 0533-5841,"Vereda de Almeida, 75",Andrade,PB,38827-585,2023-09-19T00:00:00
7534,Rios Castro Ltda.,08.497.253/0001-24,almeidaagatha@vargas.com.br,51 2530 4211,"Chácara de Novaes, 98",Albuquerque,GO,75019-326,2025-08-13T00:00:00
7535,Andrade Ltda.,16.590.347/0001-71,mcamara@pastor.com.br,+55 71 8522 3022,Chácara Luara Andrade,da Cruz Paulista,ES,21689822,2023-06-18T00:00:00
7536,Sales Barros Ltda.,42.096.175/0001-94,laurateixeira@melo.br,31 8721 4053,Parque de Pacheco,da Mota,MG,62859891,2025-03-29T00:00:00
7537,da Rocha - EI,48.259.371/0001-19,laisporto@nunes.com.br,+55 21 0017-9726,"Praça Yago das Neves, 50",Montenegro do Amparo,MA,34703778,2023-01-30T00:00:00
7538,Costa Lopes S.A.,45.180.926/0001-44,ana-clarasouza@fonseca.com.br,41 0164 0610,"Rua de Caldeira, 84",Vargas,PE,58528135,2023-04-14T00:00:00
7539,Souza,39.045.678/0001-26,joao-lucasmartins@vieira.br,+55 (021) 2288 0096,"Vereda Marcos Vinicius Casa Grande, 1",Peixoto,BA,45435693,2023-11-28T00:00:00
7540,Vasconcelos,25.908.436/0001-04,maria-claravasconcelos@cardoso.com.br,41 7365-3129,"Praça de Moreira, 92",Sampaio,RR,48616-685,2025-03-20T00:00:00
7541,Souza,90.286.437/0001-26,thalesribeiro@silva.com.br,+55 51 2516 1672,"Parque Matteo Sales, 971",Porto,CE,97702-095,2025-04-17T00:00:00
7542,Monteiro,85.279.130/0001-68,isabellyaragao@da.com.br,(021) 0693 1246,"Vereda de Guerra, 99",Castro,SE,52891-033,2025-01-23T00:00:00
7543,Ramos S.A.,87.392.016/0001-75,hvasconcelos@da.com.br,+55 (031) 9376 8791,Campo Cavalcanti,da Mata,ES,20606-091,2024-04-09T00:00:00
7544,Ferreira S/A,34.182.560/0001-26,teixeiraluiz-fernando@camara.com.br,84 9011 0371,Colônia Maitê Gonçalves,Campos,BA,88420654,2025-10-26T00:00:00
7545,Castro,62.095.731/0001-15,novaisjoao-felipe@cunha.net,11 8467-2991,"Trevo Sales, 21",Araújo,AL,42115-576,2023-07-17T00:00:00
7546,Brito Alves e Filhos,23.506.187/0001-03,vargasasafe@fogaca.net,51 2925 6994,"Passarela de Farias, 8",Machado Grande,MS,13410854,2025-10-14T00:00:00
7547,da Paz Mendonça S/A,65.740.218/0001-28,nascimentopaulo@martins.com,(081) 5719-8687,"Aeroporto de Moura, 7",Rezende de Gonçalves,AP,52751-063,2026-01-12T00:00:00
7548,Montenegro S/A,12.409.536/0001-44,luarada-cruz@rocha.com,41 2233-6183,"Estrada de da Paz, 926",Câmara,AP,91047239,2024-03-27T00:00:00
7549,Moraes da Cruz S/A,73.615.204/0001-00,bsantos@garcia.gov.br,(041) 6664-4530,"Campo Brito, 44",Moura,BA,60642887,2026-04-23T00:00:00
7550,Novais,91.480.532/0001-29,theomoraes@almeida.gov.br,0300-297-7960,"Conjunto de Cardoso, 66",Pinto,SC,54794-123,2024-08-31T00:00:00
7551,Novaes Aparecida S/A,85.672.490/0001-25,maria-luisa48@vargas.gov.br,(084) 1317-5223,"Condomínio de Porto, 302",Freitas,MS,82391-275,2026-01-30T00:00:00
7552,Almeida,83.675.290/0001-09,luna33@da.com.br,0300-338-3541,Conjunto Liz Souza,Rios de Fogaça,CE,72092506,2025-07-03T00:00:00
7553,da Mota S.A.,71.043.926/0001-02,camargomatteo@castro.gov.br,+55 (041) 5348-0415,Favela Luiz Gustavo Borges,Pires,TO,65555-551,2025-01-23T00:00:00
7554,Rodrigues Borges Ltda.,42.503.891/0001-49,tborges@cardoso.net,+55 (081) 7589 9874,"Colônia de Albuquerque, 9",Montenegro do Campo,GO,48020-872,2024-02-17T00:00:00
7555,Monteiro S.A.,98.516.427/0001-41,azevedoolivia@machado.net,(011) 6659 7551,"Travessa Bruna Rios, 73",Lopes,PI,78557629,2023-10-27T00:00:00
7556,Cavalcante,51.268.973/0001-47,maria-alice89@duarte.br,+55 (081) 4119-0652,"Distrito de da Mota, 5",Barbosa,RO,27375995,2023-02-02T00:00:00
7557,Abreu,87.905.261/0001-39,da-motaalexia@nunes.com,31 7416-5601,"Ladeira de Porto, 4",da Luz,RJ,12075575,2026-04-29T00:00:00
7558,Montenegro - ME,28.964.031/0001-81,theo63@costela.com,+55 (084) 2422-4605,"Vale de Pastor, 88",Barbosa Paulista,AM,67108818,2024-06-01T00:00:00
7559,Pinto Moraes Ltda.,57.092.384/0001-37,nvieira@rios.gov.br,(084) 7999-6133,"Vila de Martins, 54",Costela das Pedras,RS,74816-211,2026-05-02T00:00:00
7560,Pereira,32.867.594/0001-29,pedrosouza@camargo.net,+55 (084) 4505-3941,"Vila Sampaio, 2",Nogueira,AC,93368912,2024-04-24T00:00:00
7561,Fonseca,63.102.579/0001-13,maria-luiza66@costa.com,71 8624 1983,"Área Pietra Montenegro, 26",Cavalcante Verde,GO,84653623,2023-07-10T00:00:00
7562,Mendonça da Costa e Filhos,19.358.704/0001-69,luisaborges@sampaio.com.br,(071) 4928-6949,"Feira Gomes, 29",Aparecida de Silva,AM,38738-035,2025-01-15T00:00:00
7563,Barros Farias Ltda.,26.035.489/0001-20,ryanjesus@marques.com.br,71 2819-2009,"Recanto Camargo, 68",Carvalho Paulista,PB,65674137,2024-01-03T00:00:00
7564,Cardoso Costa e Filhos,38.741.062/0001-27,pcunha@jesus.com.br,0500 102 9252,"Loteamento da Rosa, 2",Caldeira de Cirino,RN,05941670,2023-06-13T00:00:00
7565,da Paz,12.639.058/0001-69,mendeslarissa@melo.br,+55 21 8984-2354,Conjunto Brito,Borges dos Dourados,MS,51649196,2025-10-24T00:00:00
7566,Dias Oliveira S/A,16.490.275/0001-90,leaobenicio@araujo.br,+55 71 0914 6040,"Pátio de Vasconcelos, 97",Moreira,CE,81638452,2024-07-11T00:00:00
7567,Rocha Barbosa e Filhos,58.207.136/0001-57,lda-mota@aparecida.com,0300 812 3975,"Campo de Azevedo, 17",Farias,PI,52041513,2025-05-03T00:00:00
7568,Pacheco,63.487.025/0001-81,isispimenta@da.edu.br,(051) 7126 5974,"Ladeira de Sales, 597",Costela,AP,97883853,2023-02-20T00:00:00
7569,Aparecida,94.573.801/0001-90,martinseduarda@machado.net,21 4280 1972,"Estrada de Almeida, 73",Ribeiro,MT,46305952,2023-03-07T00:00:00
7570,Camargo,38.605.924/0001-94,gomesbreno@aparecida.com,+55 (081) 5898 6884,"Largo de Machado, 29",Dias do Campo,MG,49585-822,2023-05-11T00:00:00
7571,Costa e Filhos,81.734.502/0001-48,ycassiano@lopes.com.br,+55 61 0925-8335,"Parque João Pedro Pinto, 27",Costa de das Neves,SE,36695-515,2024-10-06T00:00:00
7572,Santos Teixeira S.A.,80.352.146/0001-35,britocatarina@freitas.com,(021) 1407-4032,"Quadra Ramos, 360",Souza do Galho,TO,57986-444,2023-08-19T00:00:00
7573,Rezende Mendes S.A.,26.917.508/0001-42,agatha39@nogueira.com.br,0900 806 4960,"Distrito de Rezende, 765",Fogaça,ES,30361595,2023-12-09T00:00:00
7574,Sampaio Lopes - ME,04.296.187/0001-73,luiz-fernandopinto@nascimento.com.br,(021) 4946 6826,Feira Raul Costa,Melo,AP,40174-878,2024-04-21T00:00:00
7575,Costa e Filhos,85.124.709/0001-51,theocampos@silva.net,+55 (084) 9169 2632,"Aeroporto Machado, 73",Albuquerque do Campo,RR,68601448,2023-10-20T00:00:00
7576,da Luz Ltda.,61.235.904/0001-90,anthony-gabrielcassiano@costa.edu.br,+55 21 5492 8509,"Vale Oliveira, 61",Teixeira do Norte,PI,53234-810,2023-08-29T00:00:00
7577,Moreira S.A.,43.876.021/0001-88,kvasconcelos@martins.com.br,(071) 0502-1831,"Fazenda Duarte, 276",Nunes de Goiás,MA,25164654,2025-04-22T00:00:00
7578,Carvalho Ltda.,73.201.469/0001-62,ana-liz21@santos.com,+55 31 4934 7105,"Condomínio Diogo Nunes, 536",Ramos dos Dourados,SP,15809-276,2024-02-17T00:00:00
7579,Nogueira,86.491.230/0001-16,zsousa@albuquerque.com,+55 31 6912 0395,"Trevo de Abreu, 14",Novaes,RR,15347269,2025-09-07T00:00:00
7580,Pimenta,69.415.078/0001-73,fariascalebe@freitas.com.br,(021) 0618-0588,"Largo Mendes, 80",Moura Alegre,MG,43295412,2024-06-06T00:00:00
7581,da Conceição,73.251.689/0001-09,jmachado@ribeiro.net,11 6309-2595,"Praça de da Cruz, 26",Rios,PB,05010-807,2024-05-17T00:00:00
7582,Moreira e Filhos,45.302.897/0001-46,nicole94@sa.gov.br,31 5486-9446,"Parque Vitor Guerra, 41",Leão,AL,47765-793,2024-08-31T00:00:00
7583,Vargas Ltda.,81.549.763/0001-98,paulovasconcelos@da.com,+55 (051) 5603-7379,Chácara de Silveira,Carvalho,RN,53007-638,2025-02-25T00:00:00
7584,Souza,40.198.673/0001-12,yagoazevedo@oliveira.br,+55 (011) 0029-1217,"Rodovia de Rodrigues, 17",Barbosa,RS,01018-543,2024-05-11T00:00:00
7585,Porto Ltda.,90.874.236/0001-40,diasmaria-laura@cirino.com,+55 81 3651 1661,"Viaduto de Araújo, 5",da Cunha,MA,73088-716,2025-07-30T00:00:00
7586,Cunha,86.214.930/0001-63,levivasconcelos@da.br,84 4078 0261,"Vale de Costela, 60",Vasconcelos do Oeste,SC,02420-938,2024-01-14T00:00:00
7587,Novaes,09.257.381/0001-63,da-luzgiovanna@da.net,21 0188-1238,"Passarela de Novaes, 8",Fogaça,SP,59870-763,2025-08-30T00:00:00
7588,Santos Ltda.,67.952.813/0001-52,marcos-viniciuscardoso@moreira.br,21 5909 2964,"Lago José Miguel Câmara, 72",Araújo de Abreu,CE,85592-984,2023-12-29T00:00:00
7589,Rocha,87.405.923/0001-01,dpinto@da.gov.br,(084) 2027 7702,"Residencial de Montenegro, 67",Ramos de da Rocha,RO,91534-607,2023-07-27T00:00:00
7590,Cavalcanti Casa Grande - ME,83.715.940/0001-94,pintogiovanna@novaes.org,41 3749 8358,"Loteamento Sampaio, 7",Rezende da Mata,AL,69786-638,2023-08-06T00:00:00
7591,Pinto Camargo S/A,54.810.627/0001-37,esthercamargo@porto.com.br,(081) 3053 7752,"Vila de Ramos, 59",Guerra da Serra,MT,32146-318,2026-02-10T00:00:00
7592,da Luz,49.367.085/0001-30,wda-conceicao@peixoto.br,+55 11 2783 5659,"Núcleo Mariah Lima, 3",Novais Paulista,RO,32272-394,2025-08-16T00:00:00
7593,Borges,97.013.468/0001-52,ccastro@sousa.org,+55 81 4203 6431,"Área de Carvalho, 37",Novaes Paulista,AM,43840103,2024-06-10T00:00:00
7594,Ribeiro Peixoto S/A,01.983.647/0001-43,zmelo@mendonca.com.br,+55 31 7437 0136,"Jardim Luiz Miguel Santos, 695",Casa Grande de Cardoso,DF,17480002,2024-04-09T00:00:00
7595,Siqueira Porto - EI,54.367.918/0001-00,thiago31@peixoto.br,+55 21 6007 9660,"Ladeira Fogaça, 547",Vasconcelos,DF,25525-287,2023-11-25T00:00:00
7596,Sá - ME,97.608.413/0001-95,xda-cunha@da.edu.br,+55 31 9981 3156,Morro Anthony Freitas,Viana,RJ,99639-112,2023-06-14T00:00:00
7597,Teixeira - ME,60.548.397/0001-82,renan10@martins.edu.br,+55 (021) 9838-5390,"Favela Moraes, 98",Cardoso,TO,17466662,2024-10-09T00:00:00
7598,Duarte,94.356.108/0001-65,novaismarcelo@marques.edu.br,+55 31 2709 5421,"Distrito Matheus Novais, 4",Nogueira da Praia,RN,94686-299,2024-06-10T00:00:00
7599,Silva S/A,31.098.764/0001-95,sarah42@cassiano.gov.br,+55 (021) 5899 3908,"Chácara de Sampaio, 58",da Mota,RS,64162131,2024-01-01T00:00:00
7600,Nunes,93.072.158/0001-58,dantesa@albuquerque.org,61 2425-5538,Passarela Silveira,Aparecida,MA,16350-625,2024-03-03T00:00:00
7601,Siqueira,18.560.972/0001-04,vcasa-grande@jesus.com.br,81 3472 0804,"Núcleo Luiz Gustavo Costa, 1",Teixeira Verde,RR,85008-290,2023-01-15T00:00:00
7602,Siqueira,03.715.649/0001-87,sampaiojose@rocha.br,(084) 8497-6934,"Pátio Theodoro da Rosa, 1",Gomes Paulista,RO,16452-356,2026-02-23T00:00:00
7603,Pimenta da Mata - ME,95.167.382/0001-59,carvalhopietra@farias.gov.br,+55 (031) 5454 0510,"Parque Luiza Moura, 34",Mendonça do Campo,PI,47441-902,2023-09-04T00:00:00
7604,da Paz Aparecida S/A,23.167.059/0001-74,eduarda24@rocha.com.br,(021) 3318 4929,"Área Henry Gabriel Mendes, 9",Casa Grande,PE,97865-295,2025-01-30T00:00:00
7605,Macedo Novaes S.A.,70.125.963/0001-05,da-pazvitor@pacheco.br,+55 (021) 3033-5400,"Vereda de Ferreira, 558",Siqueira,PE,10006-255,2024-09-21T00:00:00
7606,Souza S.A.,04.569.132/0001-90,aurora02@melo.gov.br,+55 (071) 7462 5849,"Condomínio Carvalho, 78",Aparecida,MT,68029-949,2026-01-20T00:00:00
7607,Macedo S.A.,89.764.015/0001-30,pedro01@moraes.br,(031) 2769-7180,"Largo Mendes, 89",da Mota Verde,MT,76084-605,2023-06-06T00:00:00
7608,Costela Moura - ME,75.140.683/0001-81,lucas-gabrielda-cruz@moura.br,+55 81 8368 0655,"Setor Fonseca, 87",Novaes,SP,78129060,2023-06-04T00:00:00
7609,Jesus,64.981.372/0001-29,eloah29@martins.br,+55 81 2565 5556,"Estrada Jesus, 2",Costa Verde,PI,94146-136,2023-12-29T00:00:00
7610,Rocha,62.879.410/0001-01,montenegroluiz-fernando@aparecida.br,+55 31 7565 3938,"Núcleo de Brito, 8",Cavalcante de Cardoso,PB,81404154,2025-09-25T00:00:00
7611,Ferreira Cassiano S.A.,28.561.934/0001-11,caroline57@caldeira.br,11 4081 3444,"Passarela de Azevedo, 2",Farias,BA,61242-956,2024-11-05T00:00:00
7612,Câmara S/A,05.418.327/0001-00,raelda-rosa@leao.br,0500-837-6503,"Colônia de Moura, 7",Aragão,RO,25847453,2024-07-03T00:00:00
7613,Macedo,45.980.761/0001-95,xpereira@garcia.org,(061) 3671 8057,Jardim de da Mata,Duarte,SC,07751121,2024-01-21T00:00:00
7614,Mendonça,54.763.092/0001-90,rsampaio@oliveira.gov.br,+55 41 8174-4135,"Favela Marques, 331",Ferreira Verde,AL,73944349,2025-04-24T00:00:00
7615,Moraes,03.591.827/0001-05,fonsecayasmin@nunes.br,0500-103-8379,Favela José Miguel Rocha,Aparecida da Prata,AP,78791218,2023-03-24T00:00:00
7616,Macedo,16.453.790/0001-09,saraandrade@mendonca.com,+55 84 1231-8388,"Lagoa Garcia, 98",Dias,RO,94027-601,2025-01-26T00:00:00
7617,Garcia Gomes - EI,50.271.389/0001-88,ana-laura45@pinto.gov.br,+55 81 2396 5531,"Largo de Oliveira, 70",da Rosa,PI,91715-901,2024-09-07T00:00:00
7618,Nascimento Siqueira Ltda.,92.174.835/0001-86,daniel15@nunes.gov.br,(081) 6019 6411,"Pátio de Araújo, 57",Cunha,RJ,48962-987,2025-12-29T00:00:00
7619,Ferreira,56.402.831/0001-44,da-cunhaluiza@pereira.com.br,21 3528 8852,"Passarela de Pastor, 81",Rezende da Serra,MA,96813611,2023-12-07T00:00:00
7620,Sá - EI,03.785.619/0001-47,nvasconcelos@da.com,+55 84 9753 8394,"Lago de Nunes, 59",Ribeiro,RS,23227-268,2025-04-18T00:00:00
7621,Rios Andrade e Filhos,59.642.817/0001-06,jguerra@souza.com.br,0900-954-7683,"Estrada Evelyn Macedo, 583",Ramos de Minas,PR,83296994,2025-01-22T00:00:00
7622,Moraes Abreu e Filhos,86.170.239/0001-25,ramoscaua@novaes.org,+55 (051) 0584-6236,"Conjunto de da Luz, 2",Fogaça dos Dourados,PI,05874137,2023-05-11T00:00:00
7623,Sousa,90.458.316/0001-14,rodrigofreitas@garcia.br,+55 41 2641-8002,"Avenida de Aparecida, 38",Vieira,PI,19856-328,2025-06-23T00:00:00
